Α/Α,Γεωγρα-φικό επίπεδο,NUTS1,NUTS2,Γεωγραφικός κωδικός,Περιγραφή,Μόνιμος πληθυσμός
17847,7,4,62,60010103,Δημοτική Κοινότητα Βόθωνος,872
17848,8,4,62,6001010301,"Βόθων,ο",834
17849,8,4,62,6001010302,"Αγία Παρασκευή,η",38
17850,7,4,62,60010104,Δημοτική Κοινότητα Βουρβούλου,591
17851,8,4,62,6001010401,"Βουρβούλος,ο",591
17852,7,4,62,60010105,Δημοτική Κοινότητα Εμπορείου,3704
17853,8,4,62,6001010501,"Εμπορείον,το",1785
17854,8,4,62,6001010502,"Άγιος Γεώργιος,ο",681
17855,8,4,62,6001010503,"Εξωμύτης,ο",513
17856,8,4,62,6001010504,"Πέρισσα,η",725
17857,7,4,62,60010106,Δημοτική Κοινότητα Έξω Γωνιάς,302
17858,8,4,62,6001010601,"Έξω Γωνιά,η",276
17859,8,4,62,6001010602,"Περιβόλια,τα",26
17860,7,4,62,60010107,Δημοτική Κοινότητα Επισκοπής Γωνιάς,1252
17861,8,4,62,6001010701,"Επισκοπή Γωνιάς,η",187
17862,8,4,62,6001010702,"Καμάριον,το",1065
17863,7,4,62,60010108,Δημοτική Κοινότητα Ημεροβιγλίου,469
17864,8,4,62,6001010801,"Ημεροβίγλιον,το",421
17865,8,4,62,6001010802,"Παναγία Καλού,η",48
17866,7,4,62,60010109,Δημοτική Κοινότητα Καρτεράδου,1444
17867,8,4,62,6001010901,"Καρτεράδος,ο",1428
17868,8,4,62,6001010902,"Έξω Γιαλός,ο",16
17869,7,4,62,60010110,Δημοτική Κοινότητα Μεγαλοχωρίου,642
17870,8,4,62,6001011001,"Μεγαλοχώριον,το",642
17871,7,4,62,60010111,Δημοτική Κοινότητα Μεσαριάς,2008
17872,8,4,62,6001011101,"Μεσαριά,η",1742
17873,8,4,62,6001011102,"Μονόλιθος,ο",266
17874,7,4,62,60010112,Δημοτική Κοινότητα Πύργου Καλλίστης,1078
17875,8,4,62,6001011201,"Πύργος Καλλίστης,ο",1029
17876,8,4,62,6001011202,"Μονή Προφήτου Ηλιού,η",43
17877,8,4,62,6001011203,"Όρμος Αθηνιός,ο",6
17878,6,4,62,600102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΙΑΣ,1087
17879,7,4,62,60010201,Δημοτική Κοινότητα Οίας,838
17880,8,4,62,6001020101,"Οία,η",478
17881,8,4,62,6001020102,"Θόλος,ο",134
17882,8,4,62,6001020103,"Κολούμπος,ο",3
17883,8,4,62,6001020104,"Όρμος Αμμουδιού,ο",1
17884,8,4,62,6001020105,"Όρμος Αρμένης,ο",0
17885,8,4,62,6001020106,"Παράδεισος,ο",85
17886,8,4,62,6001020107,"Φοινικιά,η",137
17887,7,4,62,60010202,Δημοτική Κοινότητα Θηρασίας,249
17888,8,4,62,6001020201,"Θηρασία,η",140
17889,8,4,62,6001020202,"Αγία Ειρήνη,η",28
17890,8,4,62,6001020203,"Αγριλιά,η",5
17891,8,4,62,6001020204,"Όρμος Κόρφου,ο",2
17892,8,4,62,6001020205,"Ποταμός,ο",74
17893,5,4,62,6002,ΔΗΜΟΣ ΑΝΑΦΗΣ,293
17894,6,4,62,600200,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΝΑΦΗΣ,293
17895,7,4,62,60020000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΑΝΑΦΗΣ,293
17896,8,4,62,6002000001,"Ανάφη,η",284
17897,8,4,62,6002000002,"Κλησίδι,το",4
17898,8,4,62,6002000003,"Μακρά,η (νησίς)",0
17899,8,4,62,6002000004,"Όρμος Αγίου Νικολάου,ο",5
17900,8,4,62,6002000005,"Παχειά,τα (νησίς)",0
17901,8,4,62,6002000006,"Φτενά,τα (νησίς)",0
17902,5,4,62,6003,ΔΗΜΟΣ ΙΗΤΩΝ,2299
17903,6,4,62,600300,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΗΤΩΝ,2299
17904,7,4,62,60030000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΙΗΤΩΝ,2299
17905,8,4,62,6003000001,"Ίος,η",1957
17906,8,4,62,6003000002,"Αγία Θεοδότη,η",3
17907,8,4,62,6003000003,"Επάνω Κάμπος,ο",72
17908,8,4,62,6003000004,"Κουμπάρα,η",28
17909,8,4,62,6003000005,"Μαγγανάρι,το",23
17910,8,4,62,6003000006,"Μπούρης,ο",46
17911,8,4,62,6003000007,"Μυλοπότας,ο",151
17912,8,4,62,6003000008,"Πεταλίδι,το (νησίς)",0
17913,8,4,62,6003000009,"Ψάθη,η",19
17914,5,4,62,6004,ΔΗΜΟΣ ΣΙΚΙΝΟΥ,253
17915,6,4,62,600400,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΙΚΙΝΟΥ,253
17916,7,4,62,60040000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΣΙΚΙΝΟΥ,253
17917,8,4,62,6004000001,"Σίκινος,η",180
17918,8,4,62,6004000002,"Αβολαδονήσιο,το (νησίς)",0
17919,8,4,62,6004000003,"Αλοπρόνοια,η",73
17920,8,4,62,6004000004,"Καλόγερος,ο (νησίς)",0
17921,8,4,62,6004000005,"Κάραβος,ο (νησίς)",0
17922,8,4,62,6004000006,"Καρδιώτισσα,η (νησίς)",0
17923,5,4,62,6005,ΔΗΜΟΣ ΦΟΛΕΓΑΝΔΡΟΥ,719
17924,6,4,62,600500,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΦΟΛΕΓΑΝΔΡΟΥ,719
17925,7,4,62,60050001,Δημοτική Κοινότητα Φολεγάνδρου,455
17926,8,4,62,6005000101,"Φολέγανδρος,η",370
17927,8,4,62,6005000102,"Άγιος Ιωάννης,ο (νησίς)",0
17928,8,4,62,6005000103,"Καραβοστάσης,ο",84
17929,8,4,62,6005000104,"Λιβάδιον,το",1
17930,8,4,62,6005000105,"Τρία Αδέλφια,τα (νησίς)",0
17931,7,4,62,60050002,Δημοτική Κοινότητα Άνω Μεριάς,264
17932,8,4,62,6005000201,"Άνω Μεριά,η",259
17933,8,4,62,6005000202,"Άγιος Γεώργιος,ο",2
17934,8,4,62,6005000203,"Αγκάλη,η",3
17935,4,4,62,61,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΛΥΜΝΟΥ,31383
17936,5,4,62,6101,ΔΗΜΟΣ ΚΑΛΥΜΝΙΩΝ,17752
17937,6,4,62,610100,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΛΥΜΝΙΩΝ,17752
17938,7,4,62,61010000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΚΑΛΥΜΝΙΩΝ,17752
17939,8,4,62,6101000001,"Κάλυμνος,η (Ποθαία)",13529
17940,8,4,62,6101000002,"Αργινώντα,τα",25
17941,8,4,62,6101000003,"Άργος,το",293
17942,8,4,62,6101000004,"Βαθύς,ο",469
17943,8,4,62,6101000005,"Βλυχάδια,τα",106
17944,8,4,62,6101000006,"Βοθύνοι,οι",360
17945,8,4,62,6101000007,"Εμπορειός,ο",43
17946,8,4,62,6101000008,"Ίμια - Λιμνιά δύο,τα (νησίς)",0
17947,8,4,62,6101000009,"Ίμια - Λιμνιά ένα,τα (νησίς)",0
17948,8,4,62,6101000010,"Καλαβρός,ο (νησίς)",0
17949,8,4,62,6101000011,"Καλόλιμνος,η (νησίς)",15
17950,8,4,62,6101000012,"Καμάριον,το",75
17951,8,4,62,6101000013,"Μυρτέαι,αι",349
17952,8,4,62,6101000014,"Νερά,τα (νησίς)",1
17953,8,4,62,6101000015,"Παλιόνησος,η",15
17954,8,4,62,6101000016,"Πάνορμος,η",2267
17955,8,4,62,6101000017,"Πλάτη,η (νησίς)",0
17956,8,4,62,6101000018,"Σαφονήδι,το (νησίς)",0
17957,8,4,62,6101000019,"Σκαλιά,τα",55
17958,8,4,62,6101000020,"Τέλενδος,η (νησίς)",66
17959,8,4,62,6101000021,"Ψέριμος,η (νησίς)",84
17960,5,4,62,6102,ΔΗΜΟΣ ΑΓΑΘΟΝΗΣΙΟΥ,202
17961,6,4,62,610200,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΓΑΘΟΝΗΣΙΟΥ,202
17962,7,4,62,61020000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΑΓΑΘΟΝΗΣΙΟΥ,202
17963,8,4,62,6102000001,"Μεγάλο Χωριό,το",189
17964,8,4,62,6102000002,"Γλάρος,ο (νησίς)",0
17965,8,4,62,6102000003,"Κουνέλι,το (νησίς)",0
17966,8,4,62,6102000004,"Μικρό Χωριό,το",13
17967,8,4,62,6102000005,"Νερά,τα (νησίς)",0
17968,8,4,62,6102000006,"Ψαθονήσιο,το (νησίς)",0
17969,5,4,62,6103,ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ,1376
17970,6,4,62,610300,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΣΤΥΠΑΛΑΙΑΣ,1376
17971,7,4,62,61030000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΑΣΤΥΠΑΛΑΙΑΣ,1376
17972,8,4,62,6103000001,"Αστυπάλαια,η",1084
17973,8,4,62,6103000002,"Αγία Κυριακή,η (νησίς)",0
17974,8,4,62,6103000003,"Αδελφοί,οι (νησίς)",0
17975,8,4,62,6103000004,"Ανάληψις,η",111
17976,8,4,62,6103000005,"Αυγό,το (νησίς)",0
17977,8,4,62,6103000006,"Βαθύ,το",17
17978,8,4,62,6103000007,"Γλυνό,το (νησίς)",0
17979,8,4,62,6103000008,"Ζαφοράς,ο (νησίς)",1
17980,8,4,62,6103000009,"Καΐκι,το (νησίς)",0
17981,8,4,62,6103000010,"Καράβι,το (νησίς)",0
17982,8,4,62,6103000011,"Κατσαγρέλλι,το (νησίς)",0
17983,8,4,62,6103000012,"Κουνούποι,οι (νησίς)",1
17984,8,4,62,6103000013,"Κουτσομύτι,το (νησίς)",0
17985,8,4,62,6103000014,"Λιβάδια,τα",159
17986,8,4,62,6103000015,"Μεσονήσι,το (νησίς)",0
17987,8,4,62,6103000016,"Μικρό Σόφρανο,το (νησίς)",0
17988,8,4,62,6103000017,"Οφιδούσσα,η (νησίς)",1
17989,8,4,62,6103000018,"Πλακίδα,η (νησίς)",0
17990,8,4,62,6103000019,"Ποντικούσα,η (νησίς)",0
17991,8,4,62,6103000020,"Σοχάς,η (νησίς)
",0
17992,8,4,62,6103000021,"Στεφάνια,τα (νησίς)",0
17993,8,4,62,6103000022,"Σύρνα,η (νησίς)",2
17994,8,4,62,6103000023,"Τηγάνι,το (νησίς)",0
17995,8,4,62,6103000024,"Φωκιονήσια,τα (νησίς)",0
17996,8,4,62,6103000025,"Χονδρονήσι,το (νησίς)",0
17997,8,4,62,6103000026,"Χονδρό,το (νησίς)",0
17998,5,4,62,6104,ΔΗΜΟΣ ΛΕΙΨΩΝ,778
17999,6,4,62,610400,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΕΙΨΩΝ,778
18000,7,4,62,61040000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΛΕΙΨΩΝ,778
18001,8,4,62,6104000001,"Λειψοί,οι",778
18002,8,4,62,6104000002,"Φράγκος,ο (νησίς)",0
18003,5,4,62,6105,ΔΗΜΟΣ ΛΕΡΟΥ,7992
18004,6,4,62,610500,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΕΡΟΥ,7992
18005,7,4,62,61050000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΛΕΡΟΥ,7992
18006,8,4,62,6105000001,"Αγία Μαρίνα,η",2380
18007,8,4,62,6105000002,"Άλινδα,τα",699
18008,8,4,62,6105000003,"Αρχάγγελος,ο (νησίς)",2
18009,8,4,62,6105000004,"Βελόνα,η (νησίς)",0
18010,8,4,62,6105000005,"Γλάρος,ο (νησίς)",0
18011,8,4,62,6105000006,"Γούρνα,η",281
18012,8,4,62,6105000007,"Δρυμών,ο",310
18013,8,4,62,6105000008,"Καμάρα,η",673
18014,8,4,62,6105000009,"Κίναρος,η (νησίς)",2
18015,8,4,62,6105000010,"Κόκκαλη,η",215
18016,8,4,62,6105000011,"Λακκίον,το",2093
18017,8,4,62,6105000012,"Λέβιθα,τα (νησίς)",5
18018,8,4,62,6105000013,"Μαύρα,τα (νησίς)",0
18019,8,4,62,6105000014,"Μεγάλο Λιβάδι,το (νησίς)",0
18020,8,4,62,6105000015,"Ξηρόκαμπος,ο",710
18021,8,4,62,6105000016,"Παρθένιον,το",178
18022,8,4,62,6105000017,"Πηγανούσσα,η (νησίς)",0
18023,8,4,62,6105000018,"Πλάκα,η (νησίς)",0
18024,8,4,62,6105000019,"Στρογγυλή,η (νησίς)",0
18025,8,4,62,6105000020,"Τεμένια,τα",423
18026,8,4,62,6105000021,"Τρυπητή,η (νησίς)",0
18027,8,4,62,6105000022,"Φαρμακονήσιον,το (νησίς)",21
18028,5,4,62,6106,ΔΗΜΟΣ ΠΑΤΜΟΥ,3283
18029,6,4,62,610600,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΤΜΟΥ,3283
18030,7,4,62,61060000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΠΑΤΜΟΥ,3283
18031,8,4,62,6106000001,"Πάτμος,η",612
18032,8,4,62,6106000002,"Αβάπτιστος,ο (νησίς)",0
18033,8,4,62,6106000003,"Αγία Θέκλα,η (νησίς)",0
18034,8,4,62,6106000004,"Άγιος Γεώργιος,ο (νησίς)",0
18035,8,4,62,6106000005,"Αγρελούσσα,η (νησίς)",0
18036,8,4,62,6106000006,"Άνυδρο,το (νησίς)",0
18037,8,4,62,6106000007,"Αρκοί,οι (νησίς)",38
18038,8,4,62,6106000008,"Γρίγος,ο",132
18039,8,4,62,6106000009,"Καλόβολος,ο (νησίς)",0
18040,8,4,62,6106000010,"Κάμπος,ο",687
18041,8,4,62,6106000011,"Κόμαρος,ο (νησίς)",0
18042,8,4,62,6106000012,"Κούδρος,ο – Κεντρονήσι,το (νησίς)",0
18043,8,4,62,6106000013,"Μακρονήσι,το (νησίς)",0
18044,8,4,62,6106000014,"Μάραθος,η (νησίς)",10
18045,8,4,62,6106000015,"Νερά,τα (νησίς)",0
18046,8,4,62,6106000016,"Πετροκάραβο,το (νησίς)",0
18047,8,4,62,6106000017,"Σκάλα,η",1804
18048,8,4,62,6106000018,"Σκλάβες,οι (νησίς)",0
18049,8,4,62,6106000019,"Σμυνερονήσι,το (νησίς)",0
18050,8,4,62,6106000020,"Σπαθαθονήσι,το (νησίς)",0
18051,8,4,62,6106000021,"Στρογγυλό,το (νησίς)",0
18052,8,4,62,6106000022,"Τραγονήσι,το (νησίς)",0
18053,8,4,62,6106000023,"Τσούκα,η (νησίς)",0
18054,8,4,62,6106000024,"Τσουκάκι,το (νησίς)",0
18055,8,4,62,6106000025,"Χιλιομόδι,το (νησίς)",0
18056,8,4,62,6106000026,"Ψαθονήσι,το (νησίς)",0
18057,4,4,62,62,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΑΘΟΥ - ΗΡΩΙΚΗΣ ΝΗΣΟΥ ΚΑΣΟΥ,7790
18058,5,4,62,6201,ΔΗΜΟΣ ΚΑΡΠΑΘΟΥ,6567
18059,6,4,62,620101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΑΘΟΥ,6037
18060,7,4,62,62010101,Δημοτική Κοινότητα Καρπάθου,3047
18061,8,4,62,6201010101,"Κάρπαθος,η",2815
18062,8,4,62,6201010102,"Άφωτη,η (νησίς)",0
18063,8,4,62,6201010103,"Γαϊδουρονήσι,το (νησίς)",0
18064,8,4,62,6201010104,"Δεσποτικό,το (νησίς)",0
18065,8,4,62,6201010105,"Πλατύολο,το",232
18066,7,4,62,62010102,Δημοτική Κοινότητα Απερίου,428
18067,8,4,62,6201010201,"Απέριον,το",427
18068,8,4,62,6201010202,"Κατώδιο,το",1
18069,8,4,62,6201010203,"Κυρά Παναγιά,η",0
18070,8,4,62,6201010204,"Μυρτώνας,ο",0
18071,7,4,62,62010103,Δημοτική Κοινότητα Αρκάσας,540
18072,8,4,62,6201010301,"Αρκάσα,η",497
18073,8,4,62,6201010302,"Διακόφτης,ο (νησίς)",0
18074,8,4,62,6201010303,"Φοινίκιον,το",43
18075,8,4,62,6201010304,"Χαρκιάς,ο (νησίς)",0
18076,7,4,62,62010104,Δημοτική Κοινότητα Βωλάδας,241
18077,8,4,62,6201010401,"Βωλάδα,η",233
18078,8,4,62,6201010402,"Λάστος,η",8
18079,7,4,62,62010105,Δημοτική Κοινότητα Μενετών,638
18080,8,4,62,6201010501,"Μενεταί,αι",382
18081,8,4,62,6201010502,"Άγιος Ιωάννης Αφιάρτη,ο",2
18082,8,4,62,6201010503,"Κήπος Αφιάρτη,ο",100
18083,8,4,62,6201010504,"Λακκί,το",154
18084,8,4,62,6201010505,"Μοίρα,η (νησίς)",0
18085,8,4,62,6201010506,"Νισιερός,ο (νησίς)",0
18086,8,4,62,6201010507,"Πρασονήσι,το (νησίς)",0
18087,7,4,62,62010106,Δημοτική Κοινότητα Μεσοχωρίου,451
18088,8,4,62,6201010601,"Μεσοχώριον,το",247
18089,8,4,62,6201010602,"Κάτω Λευκός,ο",114
18090,8,4,62,6201010603,"Λευκός,ο",90
18091,8,4,62,6201010604,"Νησί,το (νησίς)",0
18092,8,4,62,6201010605,"Σώκαστρο,το (νησίς)",0
18093,7,4,62,62010107,Δημοτική Κοινότητα Όθους,264
18094,8,4,62,6201010701,"Όθος,το",244
18095,8,4,62,6201010702,"Κάλλενες,οι",11
18096,8,4,62,6201010703,"Στες,οι",9
18097,7,4,62,62010108,Δημοτική Κοινότητα Πυλών,204
18098,8,4,62,6201010801,"Πυλαί,αι",204
18099,7,4,62,62010109,Δημοτική Κοινότητα Σπόων,224
18100,8,4,62,6201010901,"Σπόα,τα",188
18101,8,4,62,6201010902,"Άγιος Νικόλαος,ο",36
18102,6,4,62,620102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΛΥΜΠΟΥ,530
18103,7,4,62,62010201,Δημοτική Κοινότητα Ολύμπου,530
18104,8,4,62,6201020101,"Όλυμπος,ο",200
18105,8,4,62,6201020102,"Αυλώνα,η",23
18106,8,4,62,6201020103,"Διαφάνιον,το",248
18107,8,4,62,6201020104,"Σαριά,η (νησίς)",46
18108,8,4,62,6201020105,"Τρίστομον,το",13
18109,5,4,62,6202,ΔΗΜΟΣ ΗΡΩΙΚΗΣ ΝΗΣΟΥ ΚΑΣΟΥ,1223
18110,6,4,62,620200,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΣΟΥ,1223
18111,7,4,62,62020000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΚΑΣΟΥ,1223
18112,8,4,62,6202000001,"Φρύ,το",346
18113,8,4,62,6202000002,"Αγία Μαρίνα,η",549
18114,8,4,62,6202000003,"Αρβανιτοχώριον,το",178
18115,8,4,62,6202000004,"Αρμάθια,τα (νησίς)",0
18116,8,4,62,6202000005,"Αστακίδα,η (νησίς)",1
18117,8,4,62,6202000006,"Αστακιδόπουλο,το (νησίς)",2
18118,8,4,62,6202000007,"Διβούνια,τα - Πολυδεύκης,ο (νησίς)",0
18119,8,4,62,6202000008,"Καροφύλλα,η (νησίς)",0
18120,8,4,62,6202000009,"Κάστωρ,ο (νησίς)",0
18121,8,4,62,6202000010,"Κούρικα,τα (νησίς)",0
18122,8,4,62,6202000011,"Λίτρα,η (νησίς)",0
18123,8,4,62,6202000012,"Μακρονήσι,το (νησίς)",0
18124,8,4,62,6202000013,"Παναγία,η",51
18125,8,4,62,6202000014,"Πλάκα,η (νησίς)",0
18126,8,4,62,6202000015,"Πλάτη,η (νησίς)",0
18127,8,4,62,6202000016,"Πόλιον,το",96
18128,8,4,62,6202000017,"Ποντικονήσια,τα (νησίς)",0
18129,8,4,62,6202000018,"Ποριονήσι,το (νησίς)",0
18130,8,4,62,6202000019,"Στρογγύλη,η (νησίς)",0
18131,8,4,62,6202000020,"Τράχηλας,ο (νησίς)",0
18132,8,4,62,6202000021,"Τρυπητή,η (νησίς)",0
18133,8,4,62,6202000022,"Φωκάς,ο (νησίς)",0
18134,8,4,62,6202000023,"Χαμηλή,η (νησίς)",0
18135,8,4,62,6202000024,"Χτένι,το (νησίς)",0
18136,8,4,62,6202000025,"Ψείρα,η (νησίς)",0
18137,4,4,62,63,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΑΣ - ΚΥΘΝΟΥ,3903
18138,5,4,62,6301,ΔΗΜΟΣ ΚΕΑΣ,2335
18139,6,4,62,630100,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΕΑΣ,2335
18140,7,4,62,63010001,Δημοτική Κοινότητα Ιουλίδος,1225
18141,8,4,62,6301000101,"Ιουλίδα,η",462
18142,8,4,62,6301000102,"Αγία Μαρίνα,η",13
18143,8,4,62,6301000103,"Αγία Μαύρα,η",26
18144,8,4,62,6301000104,"Άγιος Θεόδωρος,ο",30
18145,8,4,62,6301000105,"Άγιος Νικόλαος,ο",11
18146,8,4,62,6301000106,"Άγιος Συμεών,ο",59
18147,8,4,62,6301000107,"Αστράς,ο",13
18148,8,4,62,6301000108,"Ελληνικά,τα",43
18149,8,4,62,6301000109,"Ζωοδόχος Πηγή,η",21
18150,8,4,62,6301000110,"Καμπί,το",16
18151,8,4,62,6301000111,"Καστανιές,οι",47
18152,8,4,62,6301000112,"Καστριανή,η",18
18153,8,4,62,6301000113,"Κάτω Μεριά,η",73
18154,8,4,62,6301000114,"Κοκκινάδα,η",3
18155,8,4,62,6301000115,"Κούνδουρος,ο",39
18156,8,4,62,6301000116,"Λιγιά,η",2
18157,8,4,62,6301000117,"Μύλοι,οι",55
18158,8,4,62,6301000118,"Όρκος,ο",3
18159,8,4,62,6301000119,"Πέρα Μεριά,η",60
18160,8,4,62,6301000120,"Πήσσαι,αι",167
18161,8,4,62,6301000121,"Πλαγιά,η",11
18162,8,4,62,6301000122,"Ροντακάδο,το",3
18163,8,4,62,6301000123,"Σπαθί,το",8
18164,8,4,62,6301000124,"Σταυρουδάκι,το",20
18165,8,4,62,6301000125,"Χαβουνά,τα",22
18166,7,4,62,63010002,Δημοτική Κοινότητα Κορησσίας,1110
18167,8,4,62,6301000201,"Κορησσία,η",742
18168,8,4,62,6301000202,"Βουρκάριον,το",109
18169,8,4,62,6301000203,"Κάλαμος,ο",9
18170,8,4,62,6301000204,"Κουκουβαγιά,η",29
18171,8,4,62,6301000205,"Μακρόνησος,η (νησίς)",6
18172,8,4,62,6301000206,"Μαράδες,οι",13
18173,8,4,62,6301000207,"Μαύρο,το",57
18174,8,4,62,6301000208,"Μελισσάκι,το",5
18175,8,4,62,6301000209,"Μυλοπόταμος,ο",36
18176,8,4,62,6301000210,"Ξύλα,τα",0
18177,8,4,62,6301000211,"Οτζιάς,ο",75
18178,8,4,62,6301000212,"Φωτημάριον,το",29
18179,5,4,62,6302,ΔΗΜΟΣ ΚΥΘΝΟΥ,1568
